id,name,slug,icon,type,description,output_facility_craft_table,created_at,updated_at
477,"{""en-US"":""Origocrust"",""zh-CN"":""晶体外壳"",""ja-JP"":""結晶外殻"",""ko-KR"":""오리고 크러스트"",""zh-TW"":""晶體外殼""}",item_crystal_shell,item_crystal_shell,,"{""en-US"":""Crystalline crust acquired by delamination of Originium. Can be used to produce other items."",""zh-CN"":""源石加工时剥离的外壳部分，可用于其他材料合成。"",""ja-JP"":""源石を加工する際に剥がれた外殻の部分。他の材料の合成に使用できる。"",""ko-KR"":""오리지늄 가공 시 분리된 껍데기, 기타 재료의 합성에 사용할 수 있다."",""zh-TW"":""源石加工時剝離的外殼部分，可用於其他材料合成。""}","[{""buffers"":{""item_crystal_shell"":0,""item_originium_ore"":0},""formulaDesc"":""Origocrust Production"",""formulaGroupId"":""group_furnance_normal"",""id"":""furnance_crystal_shell_1"",""ingredients"":[{""group"":[{""count"":1,""id"":""item_originium_ore""}]}],""machineId"":""furnance_1"",""outcomes"":[{""group"":[{""count"":1,""id"":""item_crystal_shell""}]}],""progressRound"":2,""signal"":0,""sortId"":5,""totalProgress"":12000},{""buffers"":{""item_crystal_powder"":0,""item_crystal_shell"":0},""formulaDesc"":""Origocrust Production"",""formulaGroupId"":""group_furnance_normal"",""id"":""furnance_crystal_shell_2"",""ingredients"":[{""group"":[{""count"":1,""id"":""item_crystal_powder""}]}],""machineId"":""furnance_1"",""outcomes"":[{""group"":[{""count"":1,""id"":""item_crystal_shell""}]}],""progressRound"":2,""signal"":0,""sortId"":6,""totalProgress"":12000}]",2025-11-15 00:31:13,2025-11-15 00:48:26
478,"{""en-US"":""Daily Activity"",""zh-CN"":""每日活跃度"",""ja-JP"":""デイリー活躍度"",""ko-KR"":""일일 활약도"",""zh-TW"":""每日活躍度""}",item_daily_activation,,,"{""en-US"":""Earn enough of this to receive daily rewards."",""zh-CN"":""获取后可领取日常奖励。"",""ja-JP"":""獲得すると、デーリー報酬を受け取ることができる。"",""ko-KR"":""획득하면 일일 보상을 받을 수 있다."",""zh-TW"":""獲得後可領取日常獎勵。""}",[],2025-11-15 00:31:13,2025-11-15 00:48:26
479,"{""zh-CN"":""研究者的手记（一）"",""zh-TW"":""""}",item_databasefor006_1,item_quest_crazyWang_database,,"{""zh-TW"":""""}",[],2025-11-15 00:31:14,2025-11-15 00:48:26
480,"{""zh-CN"":""研究者的手记（二）"",""zh-TW"":""""}",item_databasefor006_2,item_quest_crazyWang_database,,"{""zh-TW"":""""}",[],2025-11-15 00:31:14,2025-11-15 00:48:26
481,"{""zh-CN"":""研究者的手记（三）"",""zh-TW"":""""}",item_databasefor006_3,item_quest_crazyWang_database,,"{""zh-TW"":""""}",[],2025-11-15 00:31:14,2025-11-15 00:48:26
482,"{""en-US"":""Oroberyl"",""zh-CN"":""嵌晶玉"",""ja-JP"":""嵌晶玉"",""ko-KR"":""오로베릴"",""zh-TW"":""嵌晶玉""}",item_diamond,item_diamond,,"{""en-US"":""An artificial material often used for recruiting operators."",""zh-CN"":""合成物质，常用于招募干员。"",""ja-JP"":""合成物質。オペレーターのスカウトに使う。"",""ko-KR"":""합성 물질. 주로 오퍼레이터의 모집에 사용된다."",""zh-TW"":""合成物質，常用於招募幹員。""}",[],2025-11-15 00:31:15,2025-11-15 00:48:27
483,"{""en-US"":""Aggagrit Cluster"",""zh-CN"":""异香石簇"",""ja-JP"":""異香岩"",""ko-KR"":""세이보리 덩이"",""zh-TW"":""異香石簇""}",item_drop_angle_l_1,item_drop_angle_l_1,,"{""en-US"":""Aggeloid remains. Can be used to make fine food and medicine (Fine F&M)."",""zh-CN"":""天使的残留物，可用于精制食药制作。"",""ja-JP"":""アンゲロスの残留物。精製食品・薬品の製作に使用できる。"",""ko-KR"":""아겔로스의 잔여물. 정제된 식품 및 약품의 제작에 사용할 수 있다."",""zh-TW"":""天使的殘留物，可用於精製食藥製作。""}",[],2025-11-15 00:31:15,2025-11-15 00:48:27
484,"{""en-US"":""Aggagrit Block"",""zh-CN"":""异香石块"",""ja-JP"":""異香石塊"",""ko-KR"":""세이보리 더미"",""zh-TW"":""異香石塊""}",item_drop_angle_m_1,item_drop_angle_m_1,,"{""en-US"":""Aggeloid remains. Can be used to make fine food and medicine (Fine F&M)."",""zh-CN"":""天使的残留物，可用于精制食药制作。"",""ja-JP"":""アンゲロスの残留物。精製食品・薬品の製作に使用できる。"",""ko-KR"":""아겔로스의 잔여물. 정제된 식품 및 약품의 제작에 사용할 수 있다."",""zh-TW"":""天使的殘留物，可用於精製食藥製作。""}",[],2025-11-15 00:31:15,2025-11-15 00:48:27
485,"{""en-US"":""Aggagrit"",""zh-CN"":""异香石"",""ja-JP"":""異香石"",""ko-KR"":""세이보리"",""zh-TW"":""異香石""}",item_drop_angle_s_1,item_drop_angle_s_1,,"{""en-US"":""Aggeloid remains. Can be used to make fine food and medicine (Fine F&M)."",""zh-CN"":""天使的残留物，可用于精制食药制作。"",""ja-JP"":""アンゲロスの残留物。精製食品・薬品の製作に使用できる。"",""ko-KR"":""아겔로스의 잔여물. 정제된 식품 및 약품의 제작에 사용할 수 있다."",""zh-TW"":""天使的殘留物，可用於精製食藥製作。""}",[],2025-11-15 00:31:15,2025-11-15 00:48:27
486,"{""en-US"":""Fillet"",""zh-CN"":""兽肉"",""ja-JP"":""獣肉"",""ko-KR"":""야수 고기"",""zh-TW"":""獸肉""}",item_drop_animal_1,item_drop_animal_1,,"{""en-US"":""Can be used to make fine food and medicine (Fine F&M)."",""zh-CN"":""可用于精制食药制作。"",""ja-JP"":""精製食品・薬品の製作に使用できる。"",""ko-KR"":""정제된 식품 및 약품의 제작에 사용할 수 있다."",""zh-TW"":""可用於精製食藥製作。""}",[],2025-11-15 00:31:15,2025-11-15 00:48:27
487,"{""en-US"":""Soaked Wood"",""zh-CN"":""浸水木块"",""ja-JP"":""濡れた木材"",""ko-KR"":""물에 담근 목재 덩어리"",""zh-TW"":""浸水木塊""}",item_drop_eb_jl_m_1,item_drop_eb_jl_m_1,,"{""en-US"":""Looted from defeated Landbreakers. Can be used to make fine food and medicine (Fine F&M)."",""zh-CN"":""裂地者的战利品，可用于精制食药制作。"",""ja-JP"":""ランドブレーカーの戦利品。精製食品・薬品の製作に使用できる。"",""ko-KR"":""랜드브레이커의 전리품. 정제된 식품 및 약품의 제작에 사용할 수 있다."",""zh-TW"":""裂地者的戰利品，可用於精製食藥製作。""}",[],2025-11-15 00:31:16,2025-11-15 00:48:28
488,"{""en-US"":""Soaked Woodchip"",""zh-CN"":""浸水木片"",""ja-JP"":""濡れた木のチップ"",""ko-KR"":""물에 담근 목재 조각"",""zh-TW"":""浸水木片""}",item_drop_eb_jl_s_1,item_drop_eb_jl_s_1,,"{""en-US"":""Looted from defeated Landbreakers. Can be used to make fine food and medicine (Fine F&M)."",""zh-CN"":""裂地者的战利品，可用于精制食药制作。"",""ja-JP"":""ランドブレーカーの戦利品。精製食品・薬品の製作に使用できる。"",""ko-KR"":""랜드브레이커의 전리품. 정제된 식품 및 약품의 제작에 사용할 수 있다."",""zh-TW"":""裂地者的戰利品，可用於精製食藥製作。""}",[],2025-11-15 00:31:16,2025-11-15 00:48:28
489,"{""en-US"":""Cartilage Bit"",""zh-CN"":""软骨碎屑"",""ja-JP"":""軟骨の粉屑"",""ko-KR"":""연골 조각"",""zh-TW"":""軟骨碎屑""}",item_drop_eb_l_1,item_drop_eb_l_1,,"{""en-US"":""Looted from defeated Landbreakers. Can be used to make fine food and medicine (Fine F&M)."",""zh-CN"":""裂地者的战利品，可用于精制食药制作。"",""ja-JP"":""ランドブレーカーの戦利品。精製食品・薬品の製作に使用できる。"",""ko-KR"":""랜드브레이커의 전리품. 정제된 식품 및 약품의 제작에 사용할 수 있다."",""zh-TW"":""裂地者的戰利品，可用於精製食藥製作。""}",[],2025-11-15 00:31:16,2025-11-15 00:48:28
490,"{""en-US"":""Chitin Bit"",""zh-CN"":""虫壳碎屑"",""ja-JP"":""虫殻の粉屑"",""ko-KR"":""벌레 껍질 조각"",""zh-TW"":""蟲殼碎屑""}",item_drop_eb_m_1,item_drop_eb_m_1,,"{""en-US"":""Looted from defeated Landbreakers. Can be used to make fine food and medicine (Fine F&M)."",""zh-CN"":""裂地者的战利品，可用于精制食药制作。"",""ja-JP"":""ランドブレーカーの戦利品。精製食品・薬品の製作に使用できる。"",""ko-KR"":""랜드브레이커의 전리품. 정제된 식품 및 약품의 제작에 사용할 수 있다."",""zh-TW"":""裂地者的戰利品，可用於精製食藥製作。""}",[],2025-11-15 00:31:16,2025-11-15 00:48:28
491,"{""en-US"":""Grass Chaff"",""zh-CN"":""草籽碎屑"",""ja-JP"":""種子の粉屑"",""ko-KR"":""풀씨 조각"",""zh-TW"":""草籽碎屑""}",item_drop_eb_s_1,item_drop_eb_s_1,,"{""en-US"":""Looted from defeated Landbreakers. Can be used to make fine food and medicine (Fine F&M)."",""zh-CN"":""裂地者的战利品，可用于精制食药制作。"",""ja-JP"":""ランドブレーカーの戦利品。精製食品・薬品の製作に使用できる。"",""ko-KR"":""랜드브레이커의 전리품. 정제된 식품 및 약품의 제작에 사용할 수 있다."",""zh-TW"":""裂地者的戰利品，可用於精製食藥製作。""}",[],2025-11-15 00:31:17,2025-11-15 00:48:29
492,"{""en-US"":""Decryption Crystal"",""zh-CN"":""解析晶块"",""ja-JP"":""解析結晶"",""ko-KR"":""해석된 결정 덩어리"",""zh-TW"":""解析晶塊""}",item_drop_enemycommon_1,item_drop_enemycommon_1,,"{""en-US"":""A special crystal for recording all sorts of combat data usually dropped by defeated enemies (higher level enemies will drop more). These crystals can be used for gear assembly."",""zh-CN"":""记录了各类战斗数据的特殊晶块，通常在击败敌人后获得，击败等级越高的敌人，获得数量越多，可用于装备制造。"",""ja-JP"":""戦闘データが記録された特殊な結晶。敵を倒すことで入手可能。敵のレベルが高いほど、入手できる数が多い。装備の製造に使用できる。"",""ko-KR"":""각종 전투 데이터를 기록한 특수 결정 덩어리. 보통 적을 처치한 후 획득하며, 높은 레벨의 적을 처치할수록 더 많이 획득할 수 있다. 장비를 제작하는 데 사용할 수 있다."",""zh-TW"":""記錄了各類戰鬥資料的特殊晶塊，通常在擊敗敵人後獲得，擊敗等級越高的敵人，獲得數量越多，可用於裝備製造。""}",[],2025-11-15 00:31:17,2025-11-15 00:48:29
493,"{""en-US"":""Hollow Bone"",""zh-CN"":""中空骨块"",""ja-JP"":""中空の骨"",""ko-KR"":""속이 빈 뼈 덩어리"",""zh-TW"":""中空骨塊""}",item_drop_erosion_m_1,item_drop_erosion_m_1,,"{""en-US"":""Remains of a defeated Blightmorph. Can be used to make fine food and medicine (Fine F&M)."",""zh-CN"":""侵蚀生物的残留物，可用于精制食药制作。"",""ja-JP"":""侵蝕生物の残留物。精製食品・薬品の製作に使用できる"",""ko-KR"":""침식 생물의 잔여물. 정제된 식품 및 약품의 제작에 사용할 수 있다."",""zh-TW"":""侵蝕生物的殘留物，可用於精製食藥製作。""}",[],2025-11-15 00:31:17,2025-11-15 00:48:29
494,"{""en-US"":""Hollow Bonechip"",""zh-CN"":""中空骨片"",""ja-JP"":""中空の骨の欠片"",""ko-KR"":""속이 빈 뼛조각"",""zh-TW"":""中空骨片""}",item_drop_erosion_s_1,item_drop_erosion_s_1,,"{""en-US"":""Remains of a defeated Blightmorph. Can be used to make fine food and medicine (Fine F&M)."",""zh-CN"":""侵蚀生物的残留物，可用于精制食药制作。"",""ja-JP"":""侵蝕生物の残留物。精製食品・薬品の製作に使用できる"",""ko-KR"":""침식 생물의 잔여물. 정제된 식품 및 약품의 제작에 사용할 수 있다."",""zh-TW"":""侵蝕生物的殘留物，可用於精製食藥製作。""}",[],2025-11-15 00:31:17,2025-11-15 00:48:29
495,"{""en-US"":""TEMP: Super Valuable Cargo"",""zh-CN"":""临时：极其珍贵的货物"",""ja-JP"":""臨時：とても貴重な商品"",""ko-KR"":""임시: 매우 귀한 화물"",""zh-TW"":""臨時：極其珍貴的貨物""}",item_e1m1_treasure,item_radio_01,,"{""zh-TW"":""""}",[],2025-11-15 00:31:18,2025-11-15 00:48:30
496,"{""en-US"":""Park Access Card"",""zh-CN"":""园区权限卡"",""ja-JP"":""実験エリアのアクセスカード"",""ko-KR"":""실험 구역 액세스 카드"",""zh-TW"":""園區權限卡""}",item_e2m2_ID,item_mission_sm1l3m3_elevatorcard,,"{""en-US"":""An access card for opening the gate of the Originium Science Park."",""zh-CN"":""可用于开启源石实验园区大门的权限卡。"",""ja-JP"":""源石実験エリアのゲートを開くことに使用できるアクセスカード。"",""ko-KR"":""오리지늄 실험 구역의 대문을 열 수 있는 액세스 카드다."",""zh-TW"":""可用於開啟源石實驗園區大門的權限卡。""}",[],2025-11-15 00:31:18,2025-11-15 00:48:30
497,"{""en-US"":""Hot Crunchy Ribs"",""zh-CN"":""重辣烤脆骨"",""ja-JP"":""激辛リブステーキ"",""ko-KR"":""매운 등갈비 구이"",""zh-TW"":""重辣烤脆骨""}",item_ebl_corp2_1,item_ebl_corp2_1,,"{""en-US"":""Use this consumable to improve the operator's combat performance."",""zh-CN"":""使用后可以提升干员战斗效果的消耗品。"",""ja-JP"":""使用すると、オペレーターの戦闘能力を向上させる消耗品。"",""ko-KR"":""사용 후 오퍼레이터의 전투 효과를 향상시킬 수 있는 소모품이다."",""zh-TW"":""使用後可以提升幹員戰鬥效果的消耗品。""}",[],2025-11-15 00:31:18,2025-11-15 00:48:30
498,"{""en-US"":""Cartilage Tack"",""zh-CN"":""软骨饼干"",""ja-JP"":""軟骨入りパン"",""ko-KR"":""연골 과자"",""zh-TW"":""軟骨餅乾""}",item_ebl_flower1_1,item_ebl_flower1_1,,"{""en-US"":""Use this tactical to restore the operator's HP."",""zh-CN"":""使用后可以回复干员生命值的战术物品。"",""ja-JP"":""オペレーターのHPを回復する戦術アイテム"",""ko-KR"":""사용 후 오퍼레이터의 생명력을 회복시킬 수 있는 전술 아이템이다."",""zh-TW"":""使用後可以恢復幹員生命值的戰術物品。""}",[],2025-11-15 00:31:18,2025-11-15 00:48:30
499,"{""en-US"":""Firetack"",""zh-CN"":""香辣压制粉块"",""ja-JP"":""スパイシービスケット"",""ko-KR"":""매운 압축 분말"",""zh-TW"":""香辣壓製粉塊""}",item_ebm_corp2_1,item_ebm_corp2_1,,"{""en-US"":""Use this consumable to improve the operator's combat performance."",""zh-CN"":""使用后可以提升干员战斗效果的消耗品。"",""ja-JP"":""使用すると、オペレーターの戦闘能力を向上させる消耗品。"",""ko-KR"":""사용 후 오퍼레이터의 전투 효과를 향상시킬 수 있는 소모품이다."",""zh-TW"":""使用後可以提升幹員戰鬥效果的消耗品。""}",[],2025-11-15 00:31:19,2025-11-15 00:48:31
500,"{""en-US"":""Bugtack"",""zh-CN"":""虫粉饼干"",""ja-JP"":""プロテインパン"",""ko-KR"":""단백질 과자"",""zh-TW"":""蟲粉餅乾""}",item_ebm_flower1_1,item_ebm_flower1_1,,"{""en-US"":""Use this consumable to improve the operator's combat performance."",""zh-CN"":""使用后可以提升干员战斗效果的消耗品。"",""ja-JP"":""使用すると、オペレーターの戦闘能力を向上させる消耗品。"",""ko-KR"":""사용 후 오퍼레이터의 전투 효과를 향상시킬 수 있는 소모품이다."",""zh-TW"":""使用後可以提升幹員戰鬥效果的消耗品。""}",[],2025-11-15 00:31:19,2025-11-15 00:48:31
501,"{""en-US"":""Tartpepper Pickle"",""zh-CN"":""苦叶椒腌菜"",""ja-JP"":""苦葉椒の漬物"",""ko-KR"":""쓴 맛 나는 고추 절임"",""zh-TW"":""苦葉椒醃菜""}",item_ebs_corp2_1,item_ebs_corp2_1,,"{""en-US"":""Use this consumable to improve the operator's combat performance."",""zh-CN"":""使用后可以提升干员战斗效果的消耗品。"",""ja-JP"":""使用すると、オペレーターの戦闘能力を向上させる消耗品。"",""ko-KR"":""사용 후 오퍼레이터의 전투 효과를 향상시킬 수 있는 소모품이다."",""zh-TW"":""使用後可以提升幹員戰鬥效果的消耗品。""}",[],2025-11-15 00:31:19,2025-11-15 00:48:31
502,"{""en-US"":""Bizarrotack"",""zh-CN"":""怪味饼干"",""ja-JP"":""複雑な味のビスケット"",""ko-KR"":""이상한 맛의 과자"",""zh-TW"":""怪味餅乾""}",item_ebs_flower1_1,item_ebs_flower1_1,,"{""en-US"":""Use this consumable to improve the operator's combat performance."",""zh-CN"":""使用后可以提升干员战斗效果的消耗品。"",""ja-JP"":""使用すると、オペレーターの戦闘能力を向上させる消耗品。"",""ko-KR"":""사용 후 오퍼레이터의 전투 효과를 향상시킬 수 있는 소모품이다."",""zh-TW"":""使用後可以提升幹員戰鬥效果的消耗品。""}",[],2025-11-15 00:31:19,2025-11-15 00:48:31
503,"{""en-US"":""Amethyst Component"",""zh-CN"":""紫晶装备原件"",""ja-JP"":""紫晶装備部品"",""ko-KR"":""자수정 장비 부품"",""zh-TW"":""紫晶裝備原件""}",item_equip_script_1,item_equip_script_1,,"{""en-US"":""A gear component made using various materials. Can be used for gear assembly."",""zh-CN"":""通过多种材料加工获得的装备原件，可用于装备制造。"",""ja-JP"":""複数の材料を加工して得られる装備部品。装備の製造に使用できる。"",""ko-KR"":""다양한 재료를 가공하여 얻은 장비 부품으로, 장비 제작에 사용할 수 있다."",""zh-TW"":""透過多種材料加工獲得的裝備原件，可用於裝備製造。""}","[{""buffers"":{""item_crystal_shell"":0,""item_equip_script_1"":0,""item_quartz_glass"":0},""formulaDesc"":""Amethyst Component Production"",""formulaGroupId"":""group_winder_normal"",""id"":""winder_equip_script_1"",""ingredients"":[{""group"":[{""count"":5,""id"":""item_crystal_shell""},{""count"":5,""id"":""item_quartz_glass""}]}],""machineId"":""winder_1"",""outcomes"":[{""group"":[{""count"":1,""id"":""item_equip_script_1""}]}],""progressRound"":10,""signal"":0,""sortId"":1,""totalProgress"":60000}]",2025-11-15 00:31:20,2025-11-15 00:48:31
504,"{""en-US"":""Ferrium Component"",""zh-CN"":""蓝铁装备原件"",""ja-JP"":""青鉄装備部品"",""ko-KR"":""페리움 장비 부품"",""zh-TW"":""藍鐵裝備原件""}",item_equip_script_2,item_equip_script_2,,"{""en-US"":""A gear component made using various materials. Can be used for gear assembly."",""zh-CN"":""通过多种材料加工获得的装备原件，可用于装备制造。"",""ja-JP"":""複数の材料を加工して得られる装備部品。装備の製造に使用できる。"",""ko-KR"":""다양한 재료를 가공하여 얻은 장비 부품으로, 장비 제작에 사용할 수 있다."",""zh-TW"":""透過多種材料加工獲得的裝備原件，可用於裝備製造。""}","[{""buffers"":{""item_crystal_shell"":0,""item_equip_script_2"":0,""item_iron_nugget"":0},""formulaDesc"":""Ferrium Component Production"",""formulaGroupId"":""group_winder_normal"",""id"":""winder_equip_script_2"",""ingredients"":[{""group"":[{""count"":10,""id"":""item_crystal_shell""},{""count"":10,""id"":""item_iron_nugget""}]}],""machineId"":""winder_1"",""outcomes"":[{""group"":[{""count"":1,""id"":""item_equip_script_2""}]}],""progressRound"":10,""signal"":0,""sortId"":2,""totalProgress"":60000}]",2025-11-15 00:31:20,2025-11-15 00:48:32
505,"{""en-US"":""Cryston Component"",""zh-CN"":""高晶装备原件"",""ja-JP"":""高晶装備部品"",""ko-KR"":""크리스톤 장비 부품"",""zh-TW"":""高晶裝備原件""}",item_equip_script_3,item_equip_script_3,,"{""en-US"":""A gear component made using various materials. Can be used for gear assembly."",""zh-CN"":""通过多种材料加工获得的装备原件，可用于装备制造。"",""ja-JP"":""複数の材料を加工して得られる装備部品。装備の製造に使用できる。"",""ko-KR"":""다양한 재료를 가공하여 얻은 장비 부품으로, 장비 제작에 사용할 수 있다."",""zh-TW"":""透過多種材料加工獲得的裝備原件，可用於裝備製造。""}","[{""buffers"":{""item_crystal_enr"":0,""item_equip_script_3"":0,""item_quartz_enr"":0},""formulaDesc"":""Cryston Component Production"",""formulaGroupId"":""group_winder_normal"",""id"":""winder_equip_script_3"",""ingredients"":[{""group"":[{""count"":10,""id"":""item_crystal_enr""},{""count"":10,""id"":""item_quartz_enr""}]}],""machineId"":""winder_1"",""outcomes"":[{""group"":[{""count"":1,""id"":""item_equip_script_3""}]}],""progressRound"":10,""signal"":0,""sortId"":3,""totalProgress"":60000}]",2025-11-15 00:31:20,2025-11-15 00:48:32
506,"{""en-US"":""Cuprium Component"",""zh-CN"":""赤铜装备原件"",""ja-JP"":""赤銅装備部品"",""ko-KR"":""적동 장비 부품"",""zh-TW"":""赤銅裝備原件""}",item_equip_script_4,item_equip_script_4,,"{""en-US"":""A gear component made using various materials. Can be used for gear assembly."",""zh-CN"":""通过多种材料加工获得的装备原件，可用于装备制造。"",""ja-JP"":""複数の材料を加工して得られる装備部品。装備の製造に使用できる。"",""ko-KR"":""다양한 재료를 가공하여 얻은 장비 부품으로, 장비 제작에 사용할 수 있다."",""zh-TW"":""透過多種材料加工獲得的裝備原件，可用於裝備製造。""}","[{""buffers"":{""item_copper_nugget"":0,""item_crystal_enr"":0,""item_equip_script_4"":0},""formulaDesc"":""Cuprium Component Production"",""formulaGroupId"":""group_winder_normal"",""id"":""winder_equip_script_4"",""ingredients"":[{""group"":[{""count"":10,""id"":""item_crystal_enr""},{""count"":5,""id"":""item_copper_nugget""}]}],""machineId"":""winder_1"",""outcomes"":[{""group"":[{""count"":1,""id"":""item_equip_script_4""}]}],""progressRound"":10,""signal"":0,""sortId"":4,""totalProgress"":60000}]",2025-11-15 00:31:20,2025-11-15 00:48:32
507,"{""en-US"":""Corrective Remedy"",""zh-CN"":""窥正秘剂"",""ja-JP"":""活性の秘薬"",""ko-KR"":""활력의 비약"",""zh-TW"":""窺正秘劑""}",item_erosionm_corp3_1,item_erosionm_corp3_1,,"{""en-US"":""Use this consumable to improve the operator's combat performance."",""zh-CN"":""使用后可以提升干员战斗效果的消耗品。"",""ja-JP"":""使用すると、オペレーターの戦闘能力を向上させる消耗品。"",""ko-KR"":""사용 후 오퍼레이터의 전투 효과를 향상시킬 수 있는 소모품이다."",""zh-TW"":""使用後可以提升幹員戰鬥效果的消耗品。""}",[],2025-11-15 00:31:20,2025-11-15 00:48:33
508,"{""en-US"":""Blanched Remedy"",""zh-CN"":""苍白秘剂"",""ja-JP"":""無心の秘薬"",""ko-KR"":""망각의 비약"",""zh-TW"":""蒼白秘劑""}",item_erosionm_grass2_1,item_erosionm_grass2_1,,"{""en-US"":""Use this consumable to improve the operator's combat performance."",""zh-CN"":""使用后可以提升干员战斗效果的消耗品。"",""ja-JP"":""使用すると、オペレーターの戦闘能力を向上させる消耗品。"",""ko-KR"":""사용 후 오퍼레이터의 전투 효과를 향상시킬 수 있는 소모품이다."",""zh-TW"":""使用後可以提升幹員戰鬥效果的消耗品。""}",[],2025-11-15 00:31:21,2025-11-15 00:48:33
509,"{""en-US"":""Sensory Remedy"",""zh-CN"":""佐识秘剂"",""ja-JP"":""感知の秘薬"",""ko-KR"":""감지의 비약"",""zh-TW"":""佐識秘劑""}",item_erosions_corp3_1,item_erosions_corp3_1,,"{""en-US"":""Use this consumable to improve the operator's combat performance."",""zh-CN"":""使用后可以提升干员战斗效果的消耗品。"",""ja-JP"":""使用すると、オペレーターの戦闘能力を向上させる消耗品。"",""ko-KR"":""사용 후 오퍼레이터의 전투 효과를 향상시킬 수 있는 소모품이다."",""zh-TW"":""使用後可以提升幹員戰鬥效果的消耗品。""}",[],2025-11-15 00:31:21,2025-11-15 00:48:33
510,"{""en-US"":""Ashpin Remedy"",""zh-CN"":""灰针秘剂"",""ja-JP"":""掌握の秘薬"",""ko-KR"":""제어의 비약"",""zh-TW"":""灰針秘劑""}",item_erosions_grass2_1,item_erosions_grass2_1,,"{""en-US"":""Use this consumable to improve the operator's combat performance."",""zh-CN"":""使用后可以提升干员战斗效果的消耗品。"",""ja-JP"":""使用すると、オペレーターの戦闘能力を向上させる消耗品。"",""ko-KR"":""사용 후 오퍼레이터의 전투 효과를 향상시킬 수 있는 소모품이다."",""zh-TW"":""使用後可以提升幹員戰鬥效果的消耗品。""}",[],2025-11-15 00:31:21,2025-11-15 00:48:33
511,"{""en-US"":""Compact Script III"",""zh-CN"":""转译录入单元III"",""ja-JP"":""情報変換ユニットⅢ"",""ko-KR"":""통역 입력 장치 III"",""zh-TW"":""轉譯錄入單元III""}",item_expcard_stage1_high,item_expcard_2_3,,"{""en-US"":""A material that provides a lot of EXP for leveling up Lv.1-60 operators."",""zh-CN"":""用于干员1-60级等级提升的素材，提供了大量干员升级经验。"",""ja-JP"":""レベル1～60のオペレーターのレベルアップに用いる素材。使用すると、オペレーターの経験値が大幅に増加する。"",""ko-KR"":""Lv.1~Lv.60의 오퍼레이터가 레벨을 높이는 데 사용할 수 있으며, 많은 양의 오퍼레이터 업그레이드 경험치를 제공한다."",""zh-TW"":""用於幹員1-60級等級提升的材料，提供了大量幹員升級經驗。""}",[],2025-11-15 00:31:22,2025-11-15 00:48:33
512,"{""en-US"":""Compact Script I"",""zh-CN"":""转译录入单元I"",""ja-JP"":""情報変換ユニットI"",""ko-KR"":""통역 입력 장치 I"",""zh-TW"":""轉譯錄入單元I""}",item_expcard_stage1_low,item_expcard_2_1,,"{""en-US"":""A material that provides some EXP for leveling up Lv.1-60 operators."",""zh-CN"":""用于干员1-60级等级提升的素材，提供了少量干员升级经验。"",""ja-JP"":""レベル1～60のオペレーターのレベルアップに用いる素材。使用すると、オペレーターの経験値がわずかに増加する。"",""ko-KR"":""Lv.1~Lv.60의 오퍼레이터가 레벨을 높이는 데 사용할 수 있으며, 적은 양의 오퍼레이터 업그레이드 경험치를 제공한다."",""zh-TW"":""用於幹員1-60級等級提升的材料，提供了少量幹員升級經驗。""}",[],2025-11-15 00:31:22,2025-11-15 00:48:34
513,"{""en-US"":""Compact Script II"",""zh-CN"":""转译录入单元II"",""ja-JP"":""情報変換ユニットⅡ"",""ko-KR"":""통역 입력 장치 II"",""zh-TW"":""轉譯錄入單元II""}",item_expcard_stage1_mid,item_expcard_2_2,,"{""en-US"":""A material that provides decent EXP for leveling up Lv.1-60 operators."",""zh-CN"":""用于干员1-60级等级提升的素材，提供了中量干员升级经验。"",""ja-JP"":""レベル1～60のオペレーターのレベルアップに用いる素材。使用すると、オペレーターの経験値が少し増加する。"",""ko-KR"":""Lv.1~Lv.60의 오퍼레이터가 레벨을 높이는 데 사용할 수 있으며, 중간 양의 오퍼레이터 업그레이드 경험치를 제공한다."",""zh-TW"":""用於幹員1-60級等級提升的材料，提供了中量幹員升級經驗。""}",[],2025-11-15 00:31:22,2025-11-15 00:48:34
514,"{""en-US"":""Protolog II"",""zh-CN"":""协议录入器II"",""ja-JP"":""協約記録機Ⅱ"",""ko-KR"":""프로토콜 입력기 II"",""zh-TW"":""協議錄入器II""}",item_expcard_stage2_high,item_expcard_stage2_high,,"{""en-US"":""A material that provides a lot of EXP for leveling up Lv.61-80 operators."",""zh-CN"":""用于干员61-80级等级提升的素材，提供了大量干员升级经验。"",""ja-JP"":""レベル61～80のオペレーターのレベルアップに用いる素材。使用すると、オペレーターの経験値が大幅に増加する。"",""ko-KR"":""Lv.61~Lv.80의 오퍼레이터가 레벨을 높이는 데 사용할 수 있으며, 많은 양의 오퍼레이터 업그레이드 경험치를 제공한다."",""zh-TW"":""用於幹員61-80級等級提升的材料，提供了大量幹員升級經驗。""}",[],2025-11-15 00:31:22,2025-11-15 00:48:34
